id,name,neighbourhood,neighbourhood_cleansed,room_type,price,latitude,longitude
15113373,Room with artistic vibration in Wedding!,"Berlin, Germany",Parkviertel,Private room,$42.00,52.554190000000006,13.3495
15120448,"4-Bedroom mixed, Ensuite , TV No. 10","Berlin, Germany",Karl-Marx-Allee-Süd,Private room,$37.00,52.51631,13.4264
15120715,1-room studio flat in Schöneberg/furnished/WIFI,"Berlin, Germany",Schöneberg-Süd,Entire home/apt,$28.00,52.48834,13.36084
15121377,2-room apartment in Friedrichshain/furnished/WIFI,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$30.00,52.51068000000001,13.47201
15124115,Spacious and Cozy Space,,Frankfurter Allee Süd FK,Private room,$22.00,52.509980000000006,13.47354
15128865,Cozy room in northern Neukölln,,Schillerpromenade,Private room,$26.00,52.48141,13.42291
15129486,Gemütliche helle ruhige 2 Zi. Wohnung,"Berlin, Germany",Alt-Lichtenberg,Entire home/apt,$45.00,52.52015,13.47931
15135449,"6-Bed mixed dorm ,Shared Bathroom 10","Berlin, Germany",Karl-Marx-Allee-Süd,Shared room,$46.00,52.51565,13.42593
15135834,"6-Bed mixed dorm ,Shared Bathroom 11","Berlin, Germany",Karl-Marx-Allee-Süd,Shared room,$15.00,52.51575,13.42632
15140007,Sunny City Apartment in Berlin-Prenzlauer Berg,,Prenzlauer Berg Nord,Entire home/apt,$90.00,52.55041,13.419529999999998
15140607,Own apartment: quiet and stylish with Berlin charm,,Prenzlauer Berg Nord,Entire home/apt,$66.00,52.55316,13.421270000000002
15142405,Nice room in a cool apartment - close to Alex,"Berlin, Germany",Karl-Marx-Allee-Nord,Private room,$100.00,52.52013,13.43667
15153401,"6-Bedroom mixed, Ensuite , TV No. 10","Berlin, Germany",Karl-Marx-Allee-Süd,Shared room,$47.00,52.51611,13.4264
15155170,Spacious Home close to Volkspark Friedrichshain,,Prenzlauer Berg Süd,Entire home/apt,$300.00,52.5326,13.4366
15156236,Nice flat in Wittenberg Platz,,Düsseldorfer Straße,Entire home/apt,$34.00,52.49814,13.3372
15158869,25 m2 room near Alexander Platz,,Prenzlauer Berg Süd,Private room,$38.00,52.53187,13.42915
15159078,"Freundlich, sauber und einfach in Mitte","Berlin, Germany",Brunnenstr. Süd,Private room,$72.00,52.52947,13.38954
15160364,Huge Room - Best location for real Berlin,,Frankfurter Allee Süd FK,Private room,$26.00,52.5031,13.453970000000002
15160493,Berlin Mitte! 45 Quadratmeter in saniertem Altbau.,"Berlin, Germany",Alexanderplatz,Entire home/apt,$50.00,52.52681,13.40946
15161998,Good views!,,Alexanderplatz,Private room,$200.00,52.523140000000005,13.39014
15169912,cozy calm light room in Mitte/Wedding at park area,"Berlin, Germany",Osloer Straße,Private room,$25.00,52.56567,13.3848
15171415,Dream Flat with Amazing View,"Berlin, Germany",Prenzlauer Berg Ost,Entire home/apt,$120.00,52.52792,13.44771
15187855,Cosy room in the heart of Prenzlauer Berg,"Berlin, Germany",Prenzlauer Berg Nordwest,Private room,$42.00,52.55365,13.41415
15188169,Central room in a lovely flatshare  *FEMALES ONLY*,"Berlin, Germany",Frankfurter Allee Süd FK,Private room,$14.00,52.51328,13.47503
15189990,Cosy room 1 min from Kottbusser Tor,,nördliche Luisenstadt,Private room,$35.00,52.499880000000005,13.41838
15197627,A room to love in Kreuzberg,"Berlin, Germany",südliche Luisenstadt,Private room,$38.00,52.49867,13.43811
15198399,Exclusive design apartment in heart of Mitte,,Brunnenstr. Süd,Entire home/apt,$89.00,52.53365,13.40169
15202895,Szenewohnung im Herzen Kreuzbergs,,nördliche Luisenstadt,Entire home/apt,$60.00,52.50073,13.423
15203847,Stylish family apartment in the heart of Kreuzberg,,südliche Luisenstadt,Entire home/apt,$106.00,52.4967,13.42424
15205608,Spacious Stylish Top Floor Apartment – Big Balcony,"Berlin, Germany",Prenzlauer Berg Nord,Entire home/apt,$80.00,52.55132,13.42196
15212625,große freundliche Wohnung in zentraler Lage,,Osloer Straße,Entire home/apt,$36.00,52.55631,13.384529999999998
15213398,Beautiful room with single bed and balcony,,Frankfurter Allee Süd FK,Private room,$29.00,52.51308,13.47009
15214235,Moderne Kunst und originaler Stuck im Herzen Berlins,"Berlin, Germany",Schöneberg-Nord,Private room,$71.00,52.4902,13.354220000000002
15214733,"Haus 114 qm mit Garten, nahe an Stadtautobahn",,Johannisthal,Entire home/apt,$83.00,52.43632,13.51165
15215429,Remise in Berlin-Mitte,,Brunnenstr. Süd,Entire home/apt,$82.00,52.53316,13.39627
15218516,Huge bright room and private workspace,,Schöneberg-Nord,Private room,$43.00,52.49529,13.35934
15218854,Light and spacious renovated room in Kreuzberg,,südliche Luisenstadt,Private room,$40.00,52.49643,13.42159
15223677,Looking into the green in springlike Berlin,"Berlin, Germany",Tempelhof,Private room,$20.00,52.47697,13.37659
15224790,Little doll's house apartment,,Wedding Zentrum,Private room,$40.00,52.54128000000001,13.35576
15226698,Sun yard 3,"Berlin, Germany",Moabit Ost,Entire home/apt,$75.00,52.52751,13.35058
15227435,Atelier Apartment,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$55.00,52.53315,13.40085
15227472,Helle Freundliche 3-Zimmerwohnung,"Berlin, Germany",Prenzlauer Berg Süd,Entire home/apt,$146.00,52.538,13.42523
15229038,Sun yard 2,"Berlin, Germany",Moabit West,Entire home/apt,$85.00,52.5278,13.33706
15229968,35m² bright lakeside flat 15min to Alex (center),"Berlin, Germany",Weißensee,Entire home/apt,$33.00,52.55206,13.46421
15234723,Typical Berlin Altbau in Friedrichshain,,Frankfurter Allee Süd FK,Entire home/apt,$85.00,52.51118,13.459979999999998
15235825,Stylish and comfortable Apart. in the middle of PB,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$95.00,52.54174,13.41622
15235950,Cosy and central Apartment,"Berlin, Germany",Tiergarten Süd,Entire home/apt,$95.00,52.50022,13.3672
15245252,Cosy and bright room for 3 People,,Fennpfuhl,Private room,$45.00,52.52405,13.48004
15245580,calm and airy spot in kreuzberg (family friendly),"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$30.00,52.496390000000005,13.38202
15247571,Mini-apartment in Amsterdam,,Alt-Hohenschönhausen Süd,Entire home/apt,$45.00,52.53985,13.48501
15248465,Lovely flat in the heart of Schöneberg,"Berlin, Germany",Schöneberg-Süd,Entire home/apt,$75.00,52.48496,13.36577
15251878,Living near FU - park view,,Zehlendorf  Nord,Private room,$58.00,52.45974,13.28465
15255651,Super ausgestattetes Zimmer direkt am Spreeufer,"Berlin, Germany",Otto-Suhr-Allee,Private room,$40.00,52.52096,13.303920000000002
15265341,Beautiful and cozy apartment in Wedding,"Berlin, Germany",Osloer Straße,Entire home/apt,$50.00,52.55989,13.370020000000002
15266797,nice room in multiculti flat share,"Berlin, Germany",südliche Luisenstadt,Private room,$20.00,52.49678,13.44012
15269205,Small exotic green oasis in the centre of Neukölln,,Reuterstraße,Entire home/apt,$39.00,52.48499,13.42985
15270175,Gemütliche Altbauwohnung mit Balkon,,Reuterstraße,Entire home/apt,$75.00,52.48909,13.4318
15275440,Peaceful Penthouse - Berlin Mitte,"Berlin, Germany",Alexanderplatz,Private room,$52.00,52.52911999999999,13.38025
15277811,Berlin Style Design Vintage Apt 4,"Berlin, Germany",Moabit West,Entire home/apt,$99.00,52.53309,13.33954
15292834,open apartment in the middle of Simon Dach Kiez,,Frankfurter Allee Süd FK,Entire home/apt,$99.00,52.51269,13.45831
15293787,"Modern,cozy place in Friedrichshain",,Frankfurter Allee Süd FK,Entire home/apt,$79.00,52.50745,13.45144
15304742,Möblierte 2-Zi-Wohnung nahe U-Bahn Gneisenaustr.,,Tempelhofer Vorstadt,Entire home/apt,$34.00,52.49372,13.39548
15307995,PAVILION FOR TWO+,,Rummelsburger Bucht,Entire home/apt,$50.00,52.49439,13.48634
15318931,"Beautiful, spacious 4 room-apartment in Kreuzberg","Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$110.00,52.49285,13.4024
15320058,bright and big top floor flat,"Berlin, Germany",Pankow Süd,Entire home/apt,$95.00,52.55613,13.42893
15332347,kleines Schlafzimmer in großer Altbauwohnung,"Berlin, Germany",Pankow Zentrum,Private room,$30.00,52.56927,13.40395
15336150,Modern designer penthouse in Berlin Mitte,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$65.00,52.53238,13.38315
15336669,Apartment with charm near Rosa-Luxemburg Platz,,Prenzlauer Berg Südwest,Private room,$40.00,52.53105,13.415070000000002
15337676,Quiet Bright Big Room in Historical House,"Berlin, Germany",Schöneberg-Süd,Private room,$49.00,52.48947,13.3498
15352584,Privat Zimmer mit Toilette für 4 person,"Berlin, Germany",Schillerpromenade,Private room,$30.00,52.47711999999999,13.41988
15355534,AAA LOCATION IN THE CENTRE H681,"Berlin, Germany",Regierungsviertel,Entire home/apt,$170.00,52.51452,13.3806
15357789,Tolle Wohnung in Pankow mit Kater,"Berlin, Germany",Pankow Zentrum,Private room,$41.00,52.57048,13.40026
15363472,Single Room Ensuite / TV,"Berlin, Germany",Alexanderplatz,Private room,$48.00,52.51705,13.42501
15365339,Apollo Apartments 2,,Schöneberg-Nord,Entire home/apt,$65.00,52.48937,13.36251
15369165,"Close to city, close to nature - enjoy this place!","Berlin, Germany",Heerstraße Nord,Entire home/apt,$29.00,52.52291,13.14768
15370125,Minimalistic bedroom next to Berghain & Ostbanhof,,Karl-Marx-Allee-Süd,Private room,$39.00,52.51079,13.43715
15374858,Gemütliche Unterkunft in Friedrichshain am Boxi,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$53.00,52.50932,13.46159
15384347,Gemütliches Zimmer in Zweier-WG im Bergmannkiez,,Tempelhofer Vorstadt,Private room,$35.00,52.49175,13.39821
15388766,Feeling Home,,Tempelhof,Entire home/apt,$80.00,52.46043,13.38625
15389486,"Großes, helles Zimmer in Charlottenburg","Berlin, Germany",Westend,Private room,$18.00,52.51916,13.28184
15389940,Big and sunny room in Neukölln,,Reuterstraße,Private room,$80.00,52.48252,13.43753
15395696,spacious live-in artist loft 26 Mar - 11 Apr,"Berlin, Germany",Brunnenstr. Nord,Entire home/apt,$29.00,52.53867,13.38355
15397322,"Cozy, clean room close to the center, double bed","Berlin, Germany",Moabit West,Private room,$34.00,52.53258,13.33094
15402781,Comfy and pretty place in trendy Neukölln,,Neuköllner Mitte/Zentrum,Entire home/apt,$70.00,52.48066,13.42884
15406878,Barby,"Berlin, Germany",West 4,Entire home/apt,$42.00,52.57498,13.31788
15408082,"Sunny, balcony, top floor, X-berg","Berlin, Germany",Tempelhofer Vorstadt,Private room,$75.00,52.49175,13.41099
15408106,"Zentral Berlin Schönhauser Allee, Privates Zimmer","Berlin, Germany",Prenzlauer Berg Nordwest,Private room,$45.00,52.55208,13.40863
15416165,Bungalow in the country,"Berlin, Germany",Adlershof,Entire home/apt,$45.00,52.44258000000001,13.55544
15416189,Nice Room near City with Roof Garden,"Berlin, Germany",Weißensee,Private room,$20.00,52.55085,13.44704
15428418,Cosy room at Maybachufer - the heart of Kreuzberg,,südliche Luisenstadt,Private room,$35.00,52.49273,13.43196
15447429,Cozy studio in Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$50.00,52.49741,13.39701
15447463,"cosy 80 m² flat close to spree, park & citycenter",,Oberschöneweide,Private room,$44.00,52.45926,13.52701
15452539,Wohnen am Schloß Charlottenburg,"Berlin, Germany",Schloß Charlottenburg,Entire home/apt,$50.00,52.51878000000001,13.29103
15457092,Sunny Room in Kreuzberg w/ Balcony - Near Canal,,Tempelhofer Vorstadt,Private room,$56.00,52.49655,13.40558
15460335,Friedrichshain- cozy studio at Boxhagener Platz,,Frankfurter Allee Süd FK,Entire home/apt,$32.00,52.51161,13.45946
15467074,big room in a cosy apartment in Prenzlauer Berg,,Prenzlauer Berg Nordwest,Private room,$30.00,52.5511,13.40486
15472852,Gekommen um zu bleiben!,"Berlin, Germany",Moabit Ost,Entire home/apt,$200.00,52.52652,13.35141
15473822,"Old building, sunny, picturesque","Berlin, Germany",Schillerpromenade,Private room,$36.00,52.4737,13.42391
15474240,massive room in the heart of trendy kruezkölln,"Berlin, Germany",südliche Luisenstadt,Private room,$50.00,52.49519,13.4344
15474780,Apartment in Kreuzberg,,Tempelhof,Entire home/apt,$37.00,52.48284,13.38249
15477104,Romantik mit Parkblick am Rüdesheimer Platz-8,"Berlin, Germany",Wiesbadener Straße,Private room,$72.00,52.47283,13.31537
15481307,"Stylish&cosy apartment in Altbau,Berlin-Mitte",,Brunnenstr. Süd,Entire home/apt,$48.00,52.52916999999999,13.38649
15490673,Single room in shared flat in Berlin Mitte/Moabit,"Berlin, Germany",Moabit Ost,Private room,$26.00,52.52645,13.3517
15491436,"Apartment in Villa, 75 m2",,Albrechtstr.,Entire home/apt,$85.00,52.45401999999999,13.35379
15491627,Gästezimmer,"Berlin, Germany",Nord 1,Private room,$27.00,52.62591,13.30111
15494108,Cozy nest in Rosenthalerplatz,,Brunnenstr. Süd,Entire home/apt,$50.00,52.532140000000005,13.39839
15514414,"Beautifull, cosy, central!",,Südliche Friedrichstadt,Entire home/apt,$70.00,52.5028,13.39021
15521106,Gemütliches Zimmer mit Balkon,,Albrechtstr.,Private room,$30.00,52.46276,13.33091
15525841,Luxury New studio apartment in Berlin  city center,,Brunnenstr. Süd,Entire home/apt,$100.00,52.535540000000005,13.3775
15527863,Home with Cat/ Zuhause mit Katze (catsitters only),"Berlin, Germany",Rixdorf,Private room,$14.00,52.482580000000006,13.44366
15528379,BIG APARTMENT FOR 6 - BEST LOCATION 8863,"Berlin, Germany",Regierungsviertel,Entire home/apt,$171.00,52.51433000000001,13.38281
15529822,"Bright, cosy room in Friedrichshain",,Karl-Marx-Allee-Süd,Private room,$17.00,52.51061,13.44096
15531727,Bright cosy room in Friedrichshain,,Karl-Marx-Allee-Süd,Private room,$15.00,52.5113,13.4384
15531846,Beautiful Apartment in Prenzlauerberg,,Prenzlauer Berg Ost,Entire home/apt,$50.00,52.532790000000006,13.44288
15539675,Beautiful flat in quiet Sprengelkiez,"Berlin, Germany",Wedding Zentrum,Entire home/apt,$85.00,52.54545,13.35774
15540460,Lovely Flat in Friedrichshain,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$30.00,52.51236,13.470770000000002
15541532,Big  peaceful  room 30mr in central Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Private room,$32.00,52.49132,13.41308
15545947,Room in beautiful shared flat near Prenzlauer Berg,"Berlin, Germany",Weißensee,Private room,$19.00,52.552040000000005,13.43541
15546504,Family Townhouse 150+ sqm in green Britz Neukölln,"Berlin, Germany",Britz,Entire home/apt,$40.00,52.45571999999999,13.44496
15547373,"Central, bright and quiet 90m² flat with parkview","Berlin, Germany",Südliche Friedrichstadt,Entire home/apt,$80.00,52.50403000000001,13.3773
15547541,"Top-Single-Apartment, sonnig und ruhig",,Karlshorst,Entire home/apt,$48.00,52.48156,13.5144
15547669,Berlin/full flat or big doubleroom with balcony,"Berlin, Germany",Neuköllner Mitte/Zentrum,Entire home/apt,$125.00,52.47606999999999,13.42762
15555152,Bedroom & private living room in spacious loft,"Berlin, Germany",Rixdorf,Private room,$65.00,52.47455,13.45046
15556410,"Comfortable, big room in Berlin Friedrichshain",,Frankfurter Allee Süd FK,Private room,$35.00,52.50099,13.45535
15558387,Great Appartment in Studio Loft Berlin Schöneberg,"Berlin, Germany",Schöneberg-Süd,Entire home/apt,$69.00,52.48653,13.35568
15559395,Bright& charmingly furnished flat in best location,,Frankfurter Allee Nord,Entire home/apt,$38.00,52.51866,13.46117
15559518,Eine grüne Oase mitten in Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$70.00,52.48911999999999,13.38623
15559532,Florakiez: Ankommen und Dich wohlfühlen !,,Pankow Zentrum,Entire home/apt,$50.00,52.56316,13.40262
15562974,Bohemian unique studio in the heart of Neukölln,,Reuterstraße,Entire home/apt,$40.00,52.48391,13.43966
15565460,Spacious room close to S-banh Frankfurter allee,"Berlin, Germany",Frankfurter Allee Nord,Private room,$50.00,52.51797,13.46916
15597401,PARK2 - Studio,"Berlin, Germany",Alexanderplatz,Entire home/apt,$99.00,52.52403,13.39886
15600124,"Cosy Flat with fireplace, homegym and E-Bikes",,Nord 2,Entire home/apt,$106.00,52.59129,13.34349
15606628,"Living room office, terrace, Neukölln-Rudow","Berlin, Germany",Rudow,Shared room,$9.00,52.42336,13.48435
15610567,In the Heart of Berlin!,,Tempelhofer Vorstadt,Entire home/apt,$45.00,52.49739,13.388329999999998
15611440,Luxury Apartment Friedrichstrasse,,Regierungsviertel,Entire home/apt,$120.00,52.50985,13.39017
15614917,Cozy single-room Apartment in Prenzlauer Berg,,Prenzlauer Berg Ost,Entire home/apt,$50.00,52.52947,13.4473
15616319,"Topcentral w. garden 150m², 5 rooms up to 9 guests",,Brunnenstr. Süd,Entire home/apt,$119.00,52.5306,13.403670000000002
15627984,Nice and cheap room in Charlottenberg,,Otto-Suhr-Allee,Private room,$13.00,52.51246999999999,13.31641
15629845,Helles Zimmer mit Balkon Nähe Kudamm,"Berlin, Germany",Düsseldorfer Straße,Private room,$30.00,52.496390000000005,13.321279999999998
15639089,Zentrales schönes großes Zimmer in Kreuzberg,,südliche Luisenstadt,Private room,$50.00,52.49618,13.42438
15640814,Kudamm like a Hotel-modern apartment full of charm,,Kurfürstendamm,Entire home/apt,$50.00,52.50007,13.313
15646289,Charming bright apartment with home office desk,"Berlin, Germany",Düsseldorfer Straße,Entire home/apt,$49.00,52.49655,13.30923
15646852,91 m² full of charm & light - near lake Weißensee,"Berlin, Germany",Weißensee,Private room,$40.00,52.552980000000005,13.45179
15650663,"Schönes Zimmer, gemütliche Wohnung",,Schöneberg-Süd,Private room,$36.00,52.48311,13.349470000000002
15651482,Ferienwohnung in Prenzlauer Berg am Mauerweg,,Prenzlauer Berg Nordwest,Entire home/apt,$82.00,52.55123,13.40167
15652886,Cozy and quiet room in old building in Berlin,"Berlin, Germany",Otto-Suhr-Allee,Private room,$29.00,52.51743,13.319920000000002
15653871,Nice Room In Friedrichshain,"Berlin, Germany",Prenzlauer Berg Ost,Private room,$31.00,52.5207,13.45889
15659984,Mini-apartment in Moscow,,Alt-Hohenschönhausen Süd,Entire home/apt,$55.00,52.54018000000001,13.48325
15660868,woanders - stilvoll & gemütliches Stadt-Apartment,"Berlin, Germany",Schöneberg-Süd,Entire home/apt,$115.00,52.48891,13.35123
15671957,137 m² Flat with Romantic Loggia & Home Cinema,"Berlin, Germany",Plänterwald,Entire home/apt,$89.00,52.48202,13.47047
15677345,Lovely apt near Kurfürstendamm - 4. floor/no lift,,Otto-Suhr-Allee,Entire home/apt,$30.00,52.50599,13.32618
15694049,"Sonniges Studio in Kudammnähe, with charm&light","Berlin, Germany",Halensee,Entire home/apt,$24.00,52.499680000000005,13.29113
15697935,Secured Cosy flat near by Park in the Tower,"Berlin, Germany",Karl-Marx-Allee-Nord,Entire home/apt,$120.00,52.52418,13.42919
15700652,cozy room in Neukölln,"Berlin, Germany",Schillerpromenade,Private room,$18.00,52.46963,13.428070000000002
